max_len is 300
Real episode: ep_ret: 330.0612488128694, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -46.329153968007866, ep_cost: 40, ep_len: 300
Simulated episode: ep_ret: 269.80968810862925, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 84.71187973059224, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -666.6168693349717, ep_cost: 89, ep_len: 300
Simulated episode: ep_ret: -897.6636574070844, ep_cost: 107, ep_len: 300
Simulated episode: ep_ret: -721.2879405122645, ep_cost: 93, ep_len: 300
Simulated episode: ep_ret: -232.76427028329294, ep_cost: 55, ep_len: 300
Simulated episode: ep_ret: 220.0835896347206, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 155.6509774821688, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 141.51213744718706, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 257.85448509622057, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -399.9504092801628, ep_cost: 69, ep_len: 300
Simulated episode: ep_ret: -144.45779745452518, ep_cost: 47, ep_len: 300
Simulated episode: ep_ret: 222.7030081341842, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -961.4279916680722, ep_cost: 117, ep_len: 300
Simulated episode: ep_ret: -602.6708274897143, ep_cost: 86, ep_len: 300
Simulated episode: ep_ret: 339.33610060568566, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 176.34896500286916, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -310.562040016694, ep_cost: 61, ep_len: 300
Simulated episode: ep_ret: 216.04470101884533, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -58.477444333883824, ep_cost: 39, ep_len: 300
Simulated episode: ep_ret: -361.678634683, ep_cost: 69, ep_len: 300
Simulated episode: ep_ret: -372.81603390730805, ep_cost: 68, ep_len: 300
Simulated episode: ep_ret: 263.75040298832715, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 404.0795190608562, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -45.40572619218859, ep_cost: 40, ep_len: 300
Simulated episode: ep_ret: 129.64264456480768, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -535.7488871112407, ep_cost: 78, ep_len: 300
Simulated episode: ep_ret: 291.07923208677414, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -893.6938615872853, ep_cost: 109, ep_len: 300
Simulated episode: ep_ret: -652.6971868277476, ep_cost: 91, ep_len: 300
Simulated episode: ep_ret: 331.4435652262936, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -105.06844427892689, ep_cost: 43, ep_len: 300
Simulated episode: ep_ret: 181.11696959785473, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 277.34057740632034, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 329.66052973472733, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -666.3609479192012, ep_cost: 89, ep_len: 300
Simulated episode: ep_ret: 114.86186428935463, ep_cost: 27, ep_len: 300
Simulated episode: ep_ret: 344.2346534594569, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -1588.8850172051987, ep_cost: 161, ep_len: 300
Simulated episode: ep_ret: 117.9003619285398, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 346.15299233331467, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 276.2640077481351, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 250.93290995947342, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -200.2356290885857, ep_cost: 52, ep_len: 300
Simulated episode: ep_ret: -568.6044629550056, ep_cost: 81, ep_len: 300
Simulated episode: ep_ret: 358.2018813011375, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -834.5248885442551, ep_cost: 104, ep_len: 300
Simulated episode: ep_ret: -1849.1833385423179, ep_cost: 180, ep_len: 300
Simulated episode: ep_ret: 418.6442869101748, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -672.6257073873217, ep_cost: 93, ep_len: 300
Simulated episode: ep_ret: 312.16912273029754, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -688.0652247230832, ep_cost: 93, ep_len: 300
Simulated episode: ep_ret: 364.858874746945, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -979.1710744833231, ep_cost: 116, ep_len: 300
Simulated episode: ep_ret: 410.25529263067034, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 190.2477855460548, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -1009.5569337251751, ep_cost: 117, ep_len: 300
Simulated episode: ep_ret: -317.82997638413764, ep_cost: 58, ep_len: 300
Simulated episode: ep_ret: 335.8125965788901, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 142.7175021945461, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -315.0018530396487, ep_cost: 61, ep_len: 300
Simulated episode: ep_ret: 192.6638777486985, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -74.7000895790383, ep_cost: 42, ep_len: 300
Simulated episode: ep_ret: 172.9566638783321, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -976.7854844089798, ep_cost: 115, ep_len: 300
Simulated episode: ep_ret: -657.0991405146456, ep_cost: 89, ep_len: 300
Simulated episode: ep_ret: -1016.1232566217418, ep_cost: 114, ep_len: 300
Simulated episode: ep_ret: 336.4666569643976, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 138.69664488458662, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 406.62148052114543, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -72.24274795826778, ep_cost: 40, ep_len: 300
Simulated episode: ep_ret: -376.5504866027167, ep_cost: 70, ep_len: 300
Simulated episode: ep_ret: 417.91105878924316, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 206.57987865569294, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 386.3278319555932, ep_cost: 5, ep_len: 300
Simulated episode: ep_ret: 396.9468942546552, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 341.12912840650483, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -368.81463990232663, ep_cost: 67, ep_len: 300
Simulated episode: ep_ret: 314.6685464200953, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 267.6818403847046, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -445.4652607328632, ep_cost: 72, ep_len: 300
Simulated episode: ep_ret: -1320.3105284040894, ep_cost: 143, ep_len: 300
Simulated episode: ep_ret: -357.278753011135, ep_cost: 64, ep_len: 300
Simulated episode: ep_ret: -216.73835413457408, ep_cost: 52, ep_len: 300
Simulated episode: ep_ret: 183.66108829081205, ep_cost: 18, ep_len: 300
Simulated episode: ep_ret: 158.69007530840028, ep_cost: 20, ep_len: 300
Simulated episode: ep_ret: -59.23130801080887, ep_cost: 42, ep_len: 300
Simulated episode: ep_ret: 322.2897815828518, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 283.8032927236929, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 284.7452195831586, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -791.0679689617899, ep_cost: 99, ep_len: 300
Simulated episode: ep_ret: 418.95198799266234, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 4.716850050366043, ep_cost: 35, ep_len: 300
Simulated episode: ep_ret: -910.5946594920459, ep_cost: 108, ep_len: 300
Simulated episode: ep_ret: 121.87588455318924, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 201.14196048214487, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 252.21451640761057, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 118.1488489172398, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 132.18290814853177, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 256.4492913427614, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 277.507527398484, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 307.86730098567676, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 183.31034419235854, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 324.8969962774867, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 204.07846706275797, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 186.3005517063051, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 128.56497701813714, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 260.8219326969897, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 257.960677537732, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 21.46647554531084, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 298.0345856143411, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 64.62325432505075, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 146.57264948081223, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 364.2943414459903, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 401.21353085840985, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 99.58287920376584, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 233.9970338143717, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -762.4560709205351, ep_cost: 104, ep_len: 300
Simulated episode: ep_ret: 202.57152769462252, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 145.46457162105392, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 230.02014086498062, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 188.94123802516185, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 173.1512746301145, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 390.6598534624673, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 253.91053787259634, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 47.4141203416151, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 420.03250448619497, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 68.23989147064887, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 362.8725129325894, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 312.13682599182494, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 436.39556030410847, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 336.29747481554136, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -20.470985254580704, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 239.50474818161524, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 90.35116827141006, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 173.60662497814562, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 259.24075516031735, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 63.9298693576323, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 162.9539277850479, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 120.67289791787654, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 238.45223144600828, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 161.40454272254158, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 204.78698830570394, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 379.1464846013234, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 184.75540255452773, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 400.6893677057386, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 78.48188132265012, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 290.1789792004434, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 204.21694098794512, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 237.575896242783, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 279.5273922397556, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 144.44327514539117, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -5.707637632448074, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 350.75078744870723, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 284.0933014670937, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 340.54981336392837, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 97.09374051347075, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 387.3739473015017, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 111.84384753766399, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 73.68595714475912, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 245.28267243084676, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 96.69895600713649, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 229.71657096963156, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 204.1482000795579, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 201.95615889230453, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 160.68467771294348, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 334.81587158256974, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 167.36916890704444, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 105.1887475033513, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 245.20027795176148, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 319.79957538385327, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 100.65138143394304, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 430.23800569263454, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 141.3710020197768, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 87.18069282695764, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -526.4078862859792, ep_cost: 79, ep_len: 300
Simulated episode: ep_ret: -747.1073497835937, ep_cost: 101, ep_len: 300
Simulated episode: ep_ret: 297.3900069165696, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 132.59530314406285, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 122.02135346188989, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 108.11800353929361, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 160.36989739536605, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 215.3573294055688, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 40.52921862232508, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 125.93959113538035, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 127.32250141386939, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 225.53388754147616, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 163.66840366487367, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 213.24605644253228, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 334.7758007031081, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 229.1369648347017, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 120.66563859736904, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 305.9220400522851, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 71.03375055522257, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 426.67930610403033, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 269.2150189640995, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 264.36673254194096, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 255.1558493800559, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 43.73102734809611, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 46.76548598770107, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 245.0198058162739, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 203.1534256199289, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 275.52554004376054, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 342.72903377133906, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 296.09812061815455, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 1.912271954686196, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 143.37773466912748, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 92.82710413299097, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 253.1994463088772, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 70.41730367918619, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 260.10824519495014, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 142.00291752181514, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 183.4605713152611, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 255.82935107504667, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 193.78117842320492, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 249.93628329187186, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -188.99005309281, ep_cost: 52, ep_len: 300
Real episode: ep_ret: 84.69165180915635, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 278.2537220201772, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 188.86831318189627, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 281.6062801100075, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 208.87924885574435, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 91.52613690496639, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 213.9003070312504, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 135.92692750019344, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 242.48199146101615, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 404.85116031904226, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 177.79182114927676, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 393.44962353432925, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 290.5095207356929, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 221.90657600797812, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 320.40524832768045, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 368.25110047525146, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 167.10485364154061, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 117.04094526999896, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 416.2462364285576, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 198.84001478275383, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 56.682468493153756, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 282.6060589216996, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 375.61474332680416, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 413.7830295703227, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 327.3449385253182, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 258.2027327407097, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 166.34275385424243, ep_cost: 0, ep_len: 300
