max_len is 300
Real episode: ep_ret: 135.73598606938612, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 75.53005719705713, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 172.12762203862775, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 172.21289210773813, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 289.3201865542448, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 269.8643067968342, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 220.759787904728, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 175.05010310738078, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 92.92877250464177, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 70.33137324781815, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 212.91080469391068, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 198.27933264681093, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 347.0739184058077, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 241.9353596954472, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 264.0396663486102, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 251.90954509066714, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 241.08531967969708, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 260.7842884452743, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 145.4191737360422, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 122.42448797250778, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 122.70870843986485, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -22.124653735426847, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 227.2599007102464, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 217.26219960408284, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 177.96211250939797, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 205.5306155931524, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 245.60715448751554, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 268.15330773198025, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 238.96541663271393, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 207.32542786280393, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 249.34465698515595, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 293.21935646305576, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 87.63107418417007, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 222.2367388554752, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 203.23002866843575, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 95.0968019878926, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 225.940436274499, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 141.63453539837712, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 271.31273237010043, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 281.6920692875398, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 222.8935656346436, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 237.29101976768058, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 134.9756192938707, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 263.5998354408428, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 168.57392450785656, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 178.38699668413145, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -8.433075249205725, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 201.45428426732173, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 146.94836218038623, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 158.3149209707622, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 94.67808776932222, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 144.05311503348568, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 88.94562152690634, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 76.42597622513775, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 213.0968331145695, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 105.37974636412274, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 192.82691940818478, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 341.32413961543233, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 418.51808824446834, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 96.60648968636642, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 222.75732036692438, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 117.14565115338546, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 183.3312025711442, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -60.8394657213435, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -57.987751213681896, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 105.66872636213213, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 269.43689543734524, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 176.1698448822231, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 196.81752701197598, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 181.5704612484539, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 316.18346717780327, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 156.57172988439277, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 6.057260124843028, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -24.454271143536623, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 268.0512337708979, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 224.23734405575826, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 112.51191213155401, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 66.15043886719236, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 78.40908902692578, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -2.696354045587036, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 285.0393473488827, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 183.81210654136578, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 92.63357693384347, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 176.61731177563053, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -36.98186357292841, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 213.49447180530152, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 228.29518852003, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 235.7878526315204, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 280.7526413327183, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 60.62178322449769, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 331.43898848133813, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 213.1413509500669, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 153.11251675725512, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 90.32908745626928, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 183.7348630915973, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 168.94202259174784, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 113.0187821074579, ep_cost: 0, ep_len: 300
Real episode: ep_ret: -34.273134632199614, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 304.6590577735649, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 28.41061614012457, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 146.29001737359104, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 149.36896314829124, ep_cost: 0, ep_len: 300
Real episode: ep_ret: 99.40658906823202, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 168.73363872062208, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 55.52908625095251, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 85.21443135877956, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 203.24629897680586, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -17.872296096491432, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 267.71274726030947, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 281.97919124203156, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 64.29242025146276, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 154.4594356472914, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 73.38601305133156, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 323.1615187576324, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 283.5222312939252, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 88.27367464210356, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 225.81550874116868, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 212.63050735646328, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 82.18519317216341, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 108.0550581297694, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 162.8427635348074, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 255.59971038759974, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 82.52989175042845, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 230.43808078556538, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 17.97408649171167, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 176.48536172016966, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 46.53539822513136, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 48.82030753458739, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 186.26581577346735, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -70.23414210476408, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 219.12645877373413, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 298.786440462172, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -17.668280466811105, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 204.6078715857335, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 303.2410588108265, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 297.7218029668607, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 36.621880399717256, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 35.398954926474424, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 211.24286314844738, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 5.55302245378245, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 3.32775604811453, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 277.48737843386687, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 102.32203841956137, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 257.680172499369, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 232.55846847910814, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 150.79875714359198, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 237.2828430430446, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 54.123999943877386, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 108.25863181555702, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 139.69194694125036, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 258.1807145949018, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 138.7673836016091, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 333.67607701335163, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 348.7727917451317, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 90.82400063498147, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 34.89193442675532, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 266.2945100843202, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 262.40137120932906, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 172.75940117352812, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -13.438699513546364, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 104.05803352396646, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 67.32189573152793, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 360.53576174081104, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 220.9473247517229, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 226.66966348803481, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 162.95289303682205, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 162.63096164278502, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 200.64345595701514, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -30.60131695514497, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 105.39390455194415, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 28.997710699205005, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 320.92394920198853, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 94.70926791488019, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 260.4707360745324, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 183.5008016036023, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 318.135876385525, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 309.83595555754, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 325.5188656651471, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 203.97878416902543, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 133.7779119394376, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 268.4046711461713, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 260.8148178220705, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 352.57659513323495, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 130.5495608704684, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 160.4475612993157, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 202.3450880354411, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 141.4928075532425, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 334.41605985669, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 250.74794423586962, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 282.3370648650921, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 8.418756347951764, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 122.92585108074388, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 378.68364296198735, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 187.27690405889518, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -89.07929862805707, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 358.9576019667041, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 93.61813992659083, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 189.20302373576936, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 153.6821900702468, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 330.99097318086797, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 197.3479497881111, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 294.3817528445021, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 195.2097045766859, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 230.68842018867218, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 48.36891097769405, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 235.22221982827122, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 112.97085873049919, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 247.6619869784686, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 251.45489883864184, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 260.9404073635226, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 351.1576894481369, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 212.877722232136, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 142.6276280240522, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 253.4885296848936, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 166.06862773887937, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 193.05320676877784, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 251.82267847721437, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -28.362838153828204, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -17.531031910481207, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 162.04337341603565, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -23.90704216524876, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 355.548024778663, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 306.74127305888425, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 89.38243136376083, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 279.73057501673634, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 115.64263071176761, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 16.84659674929748, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 168.62302881861567, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -51.554822175927015, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 267.3454410742514, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 88.78954769505937, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 244.59092367213097, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 87.16754934780711, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 252.01776093371052, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 278.447516906286, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 400.10243389278673, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 228.88840974434325, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 161.3396700738014, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 403.89232998091114, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 94.36844671317198, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 223.99289145302563, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 273.61812473332844, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 120.98609686257923, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 346.64685225712776, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 368.5739279505945, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 122.56005555163388, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 182.9510353472511, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 321.9342814104425, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 268.3186604849664, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 335.1799768196771, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 99.45740026290193, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 237.2319706195599, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 265.6248785839946, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 228.82824351480267, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 213.25092707102283, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 321.7218743914903, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 229.97073346722507, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 186.26001262472192, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 347.0271323201289, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 246.11297232650506, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 375.75578720901166, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 296.66719727908503, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 379.3790890660837, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 250.81031723028931, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 268.95056681370596, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 346.6618118243662, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 269.4259950349088, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 24.84564320712509, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 211.37498063135686, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 330.362862204029, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 136.78257511653146, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 179.08493945483403, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 154.86319545024446, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 299.212003106898, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 116.73005890261967, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 374.65016567072115, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 155.6979632409724, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 158.4594152843578, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 270.8891372440329, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 225.1914371862856, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 182.0949562623135, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 195.37854666545672, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 63.701279384412274, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 106.56331987471935, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 210.02869822853157, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 83.67202541377384, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 250.5899527070828, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 152.2940078542473, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 238.00796806277916, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 258.69682858902104, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 238.5825261776492, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 120.45499241267862, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 94.73003008111327, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 344.0408399764812, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 91.96951539322293, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 221.21159672782318, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 323.4901924344947, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 204.29107152024233, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 328.938237268036, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 367.5396951970628, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 241.42103739580264, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 289.1149061078254, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 372.2921323009936, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 249.35489254539968, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 101.26926693080787, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 202.4956099653162, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 24.276897712557854, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 184.77834307981178, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 286.5649067128992, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 400.98674743862836, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 294.1706922638088, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 215.2910468258442, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 324.9153614878329, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 211.91191027930967, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 296.0232884073941, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 224.48282761241273, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 206.53423700928187, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 183.12069211379966, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 364.9530427819097, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 317.15697287148345, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 112.31155839973573, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 205.40437937891758, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 251.53469354574167, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 260.6629923242283, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 233.03767400876944, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 190.70596803175567, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 313.55670602596075, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 113.79687523706984, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 236.86824243283348, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 198.45430953461369, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 331.06692606760635, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 219.96856564787387, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 225.30261233332374, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 311.0971541631298, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 288.83693889479196, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 326.4980889278727, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 157.45098912375602, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 223.78736908385966, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 285.4671535506571, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 350.82547426239285, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 185.03846269293692, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 189.72041086873827, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 379.8129827881047, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 332.1509750247797, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 309.6897202265475, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 202.5819503328301, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 226.39149620107847, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 168.54821271845526, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 299.4552597534281, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 387.96587348778263, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 403.18953977100574, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 255.12165685021512, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 152.5316278387855, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 362.19985547993946, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 291.3521462788341, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: -130.3165554154579, ep_cost: 48, ep_len: 300
Simulated episode: ep_ret: 309.8645232754585, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 367.09802749467906, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 253.93732420319472, ep_cost: 0, ep_len: 300
Simulated episode: ep_ret: 190.85088879281818, ep_cost: 0, ep_len: 300
